M3,M4,M5,M6,M7
0.632650678,1.437435965,1.071696677,0.801427806,1.154023022
0.693349751,1.443830387,1.042838782,0.799426446,0.964623625
0.693349751,1.468500481,1.042838782,0.765232996,0.964623625
0.661287974,1.456581158,1.098806188,0.765232996,1.107225823
0.70385647,1.615882017,1.278210903,0.730339618,1.112412494
0.691109682,1.604708763,1.211268454,0.618780727,1.112412494
0.562377603,1.413336161,1.216971034,0.640008587,1.250955749
0.691927669,1.403296635,1.181267475,0.640008587,1.112703492
0.769869415,1.218492988,1.050101988,0.637710867,1.170763643
0.793505703,1.138359452,1.342101132,0.654310237,1.151149503
0.754054061,1.177258803,1.214734899,0.654310237,1.151149503
0.85576964,1.264637521,1.342746421,0.603479494,1.042155708
0.820053024,1.248106179,1.475502517,0.639564858,1.150027
0.703302556,1.2793301,1.49111616,0.639564858,1.089182357
0.713126755,1.229064907,1.472783633,0.639564858,1.193177695
0.713126755,1.225519849,1.446973665,0.623173523,1.4022636
0.716198576,1.201100064,1.515470678,0.653816002,1.370451598
0.750455432,1.122969921,1.308082922,0.642723481,1.286175553
0.750455432,1.122969921,1.313352258,0.692403002,1.286175553
0.637526684,1.122969921,1.3943955,0.692403002,1.222605955
0.797430842,1.122969921,1.29283201,0.715007332,1.31185262
0.838313502,1.133661682,1.015056179,0.703327579,1.378230883
0.891709966,1.111863735,1.073861369,0.759924367,1.291514565
0.865833555,1.094806686,1.073861369,0.853597381,1.211506277
0.945799318,1.188612369,1.120842762,0.853597381,1.423815872
1.001089182,1.340639976,1.309312973,0.853597381,1.438553063
1.11913356,1.320599204,1.261157705,0.853597381,1.391171157
1.079293706,1.22572544,1.261157705,0.853597381,1.474369548
0.891446957,1.168454987,1.221947938,0.885879987,1.354643169
0.965714074,1.168454987,1.190294815,0.928047039,1.334992728
0.886897216,1.181936206,1.190294815,0.928047039,1.383616844
0.784056781,1.181936206,1.106196537,1.030265183,1.314865077
0.784056781,1.251113761,1.11331522,1.131380581,1.247019484
0.867710837,1.062437512,1.137306492,1.159399469,1.137454291
0.893187443,1.041773857,1.101161979,1.159399469,1.206782054
0.750746996,1.041773857,1.149516122,1.233044449,1.472633018
0.668169295,1.113569638,1.024004211,1.136806245,1.389553123
0.713515424,1.222668143,1.154984712,1.092905879,1.612402297
0.713515424,1.070371233,1.085769052,1.03259231,1.681317694
0.786290984,1.08373113,1.298204847,0.982417,1.681317694
0.82630657,1.064975515,1.229013185,0.982417,1.667732408
0.850185381,1.061334945,1.289152487,0.982417,1.511189778
0.877613886,1.061334945,1.33612562,1.052118312,1.48517558
0.800778086,1.11531857,1.536161354,1.052118312,1.48517558
0.888697738,1.120410587,1.502087515,1.165613718,1.47351528
1.011277105,1.068946112,1.38280726,1.319105175,1.780946752
1.118590707,1.080717469,1.425961794,1.410599483,1.713570416
1.104648931,1.234779041,1.373630237,1.335013093,1.713570416
1.195807752,1.212840697,1.160846513,1.359800021,1.626788936
1.195807752,1.192777017,1.13655909,1.216675877,1.629134644
1.162666731,1.211819877,1.327806827,1.186078772,1.655752532
1.220836481,1.16680672,1.161238398,1.264181446,1.786186397
1.07672768,1.089695981,1.018048282,1.286772834,1.856537678
1.07672768,1.117228443,1.104345997,1.302873265,1.701513494
1.192669209,1.117228443,1.180161542,1.390170381,1.701513494
1.201235281,1.117228443,1.277812361,1.207900721,1.989671554
1.201235281,1.163042615,1.470015213,1.285794596,1.998314929
1.257280488,1.068692527,1.577287885,1.23424062,1.998314929
1.257280488,0.82624278,1.658389447,1.264051186,2.021716009
1.352934392,0.786505345,1.66927168,1.17393136,2.088965099
1.310656301,0.752610065,1.539217208,1.121267832,2.009547176
1.306145981,0.797488745,1.542254417,1.002817091,1.981629347
1.155710419,0.859599151,1.46044347,0.813828472,1.975470149
1.13136841,0.859599151,1.403454569,0.941464121,1.975470149
0.816217314,0.859599151,1.204794284,0.965842288,2.081973083
0.922922176,0.859599151,1.224142776,1.123874606,1.964580486
0.989337072,0.817232993,1.218245603,0.979243253,1.964580486
0.896868652,0.820772633,1.185020991,1.042194116,2.055474931
0.745461854,0.820772633,1.227232269,1.12221332,2.057513417
0.682979539,0.916564771,1.156334699,1.126015458,2.063132016
0.742686585,0.840258086,1.227258258,1.088745296,2.016620532
0.977837522,0.812172776,1.154070566,1.195412776,1.955788035
0.984530164,0.812172776,1.154070566,1.118775278,1.901471343
0.94676586,0.619840811,1.154070566,1.111120791,1.767570796
0.829904853,0.667914754,1.231706279,1.16852056,1.874127988
0.849957286,0.779186702,1.03941121,1.188867548,1.941848969
0.920713384,0.937165471,1.03941121,1.371026617,1.941848969
0.915652267,0.967212507,1.122954746,1.436206454,2.000418784
0.851963175,0.988512002,1.075327692,1.456454903,2.000418784
0.787933055,1.095099727,1.075327692,1.547701695,2.009576771
0.787488382,1.095099727,1.161217273,1.603908613,2.009576771
0.809960775,1.181691678,1.027832327,1.539331369,2.038146292
0.691109147,1.132528286,1.00181181,1.635050098,1.941013574
0.598820601,1.145981728,0.8683034,1.489999971,1.84863802
0.60057199,1.117427029,0.900983753,1.483967362,1.84863802
0.583966445,0.91574837,0.960396749,1.483967362,1.789602564
0.547860729,0.883764934,1.080781715,1.482139672,1.805067585
0.547860729,0.954062945,1.097403322,1.452993103,1.781586028
0.69402008,0.982927021,1.09949251,1.472092333,1.862692453
0.819854353,1.059632478,1.122790106,1.509678305,1.831594037
0.735013439,1.00471802,1.179816848,1.46407181,1.805878609
0.794262715,1.096463268,1.167745057,1.459567815,1.77921051
0.91834708,1.000959277,1.075096231,1.459567815,1.772920398
0.901773306,1.017184099,0.893396948,1.522841243,1.789181949
0.927660777,1.18295987,1.029027087,1.576268199,1.923443349
0.876994417,1.076374791,1.047574066,1.576268199,1.850978637
0.738274062,0.87959376,1.155305159,1.576268199,1.770795642
0.798407783,0.84071688,1.19613018,1.514147575,1.770795642
0.679703642,0.84071688,1.327021106,1.567905257,1.826660355
0.722980924,0.829577642,1.295911157,1.430083046,1.529075228
0.578770719,1.00490358,1.419872579,1.345109395,1.516105379
0.675400296,1.035686982,1.491494093,1.402560924,1.467638589
0.8513758,0.88565187,1.541404269,1.384574567,1.373973117
1.086615244,0.858449801,1.493556761,1.276359111,1.329436834
1.129730316,0.863049047,1.477745513,1.224039349,1.560607501
0.997716941,1.004221301,1.403223968,1.441126467,1.560607501
0.913292368,1.10388565,1.450372578,1.345256859,1.5272964
0.900952533,1.10388565,1.421150242,1.286425898,1.497026941
1.073983597,1.020570072,1.566745353,1.377274109,1.475994375
0.996072296,0.948022996,1.445640668,1.377274109,1.442716147
0.960580049,1.141881127,1.445640668,1.332126199,1.485307747
0.959191182,1.142856342,1.431302007,1.347360524,1.52482338
1.098864379,1.142856342,1.413286015,1.226829438,1.445862111
1.069178079,1.01899733,1.351861206,1.339902887,1.419034387
1.148209283,1.073844895,1.415377191,1.452659866,1.51426369
1.135808363,1.073844895,1.415377191,1.448859603,1.450544815
1.113121955,1.141313607,1.435064939,1.44892147,1.508375354
1.113121955,1.302642745,1.492641058,1.371453689,1.609073759
1.103662565,1.499505012,1.449811798,1.371453689,1.658603965
1.284312102,1.48560454,1.4164343,1.306026721,1.454529526
1.164929156,1.446021474,1.383805036,1.307052428,1.329234549
1.183944519,1.507888234,1.488367013,1.196755925,1.319114238
1.330220079,1.564723962,1.491767236,1.123298142,1.531469829
1.435116968,1.459649825,1.431699545,1.091660173,1.47246699
1.426472541,1.52129654,1.555662566,1.11993562,1.401655691
1.248825496,1.4467437,1.566333642,1.263959351,1.336450023
1.212998228,1.442227704,1.563881689,1.439018782,1.314175809
1.212998228,1.41361499,1.517787469,1.435113619,1.328391176
1.110188929,1.491018838,1.612820715,1.312413561,1.386630406
1.054395941,1.47169564,1.61173451,1.32492419,1.300766475
0.886681976,1.583025784,1.70680282,1.094722662,1.018365539
0.880449855,1.583025784,1.536622719,1.064075195,1.026155206
0.7395613,1.468225284,1.415492462,1.12814588,1.001789058
0.780261925,1.575948182,1.443074465,1.03752611,1.056952374
0.91931141,1.645405842,1.411507425,1.005237273,1.182479144
1.045052908,1.45018615,1.379093911,1.005237273,1.274812884
0.81502364,1.475129074,1.333677495,1.086756792,1.231185958
0.887463478,1.576170312,1.437790399,1.038578359,1.26789782
0.850079284,1.668915481,1.39281757,1.185166699,1.186662291
0.850079284,1.581013619,1.449225288,1.327365956,1.171649353
0.740423523,1.624691305,1.546697001,1.429842529,1.183282973
0.879124086,1.587692486,1.620784953,1.574751735,1.183282973
0.895343245,1.675293436,1.664577642,1.531122605,1.328764931
0.91682406,1.551184828,1.754567457,1.52656454,1.368743402
0.864719408,1.406806208,1.747561784,1.467760284,1.364586823
0.735208678,1.375360194,1.760571375,1.374108852,1.584676316
0.735208678,1.286608759,1.775133234,1.258844933,1.543621998
0.710821959,1.436112165,1.868019701,1.282370113,1.350608436
0.793303425,1.563233134,1.918273574,1.25962796,1.434786226
0.894232165,1.405718856,1.918273574,1.231469154,1.434786226
0.845141369,1.232375029,2.063073899,1.07496754,1.581508128
0.784982871,1.261163642,2.039093131,0.966488004,1.368107941
0.634469995,1.447645459,1.97603257,0.981115994,1.23786422
0.798225853,1.324786618,2.016205006,1.021530129,1.229926387
0.942979056,1.423680206,2.061094267,0.938568074,1.155134226
0.969478792,1.327193353,2.061094267,0.91833223,1.350817641
0.969478792,1.405393618,1.963853897,0.871358608,1.403030713
0.877844641,1.430988685,1.865948101,0.850298954,1.403030713
0.950028998,1.424633371,1.762834857,0.736140428,1.380495334
0.940010314,1.358510366,1.935499945,0.736140428,1.425397755
0.974151413,1.424220792,1.797727859,0.642645146,1.268532804
0.996492334,1.186845412,1.627380515,0.628893699,1.081640083
1.104901891,1.186845412,1.546552793,0.628893699,1.081640083
1.104901891,1.078499175,1.522020311,0.652440488,1.097921391
1.038265455,1.012328673,1.486080895,0.685298551,1.107009423
1.092807658,1.179038665,1.437981157,0.721594976,1.113966177
1.041456403,1.179038665,1.307219532,0.797982721,1.081375669
1.167394799,1.3004925,1.221007614,0.865441216,0.97557398
1.206370206,1.492217738,1.21760094,0.865441216,0.993636114
1.206370206,1.451519727,1.100664858,0.835102272,1.072006559
1.125176345,1.446291385,1.092638763,0.91784719,1.283580915
1.257010176,1.436603195,1.092638763,0.912755273,1.166095788
1.271194643,1.455888504,1.229261557,0.912755273,1.236489598
1.235187091,1.549944509,1.291810803,0.893282685,1.162286217
1.235187091,1.613153681,1.20745845,0.893282685,1.14307746
1.269513186,1.368614833,1.024323123,0.90262551,1.243967829
1.486254652,1.402902012,1.055518745,0.822908515,1.126725768
1.666608384,1.331654416,1.088003896,0.822908515,1.166088004
1.504272599,1.259868977,1.142246114,0.746693187,1.214012799
1.576607705,1.237936985,1.302104729,0.745637425,1.256369705
1.576607705,1.163108837,1.302104729,0.745637425,1.306427564
1.431600652,1.085301782,1.419511442,0.796851829,1.328944608
1.334634977,0.933689156,1.15775011,0.796851829,1.258574271
1.394369715,1.009448369,1.211238489,0.711906605,1.265980023
1.274706995,1.009448369,1.055052972,0.742166015,1.41619029
1.283730562,0.943519374,1.055052972,0.571034302,1.296532496
1.283730562,0.974482475,1.200371285,0.653880545,1.396986684
1.283730562,1.098212947,1.130205979,0.653880545,1.246159621
1.289630897,1.229138806,1.131876494,0.644169415,1.346613984
1.294521198,1.176100814,1.139069869,0.644169415,1.233242631
1.391855369,1.035216571,1.139069869,0.777037822,1.283375379
1.415448275,1.03695438,1.139069869,0.914473616,1.328295204
1.278282596,1.062898115,1.102608907,1.046482568,1.543837562
1.354593383,1.051501706,1.055522308,1.023377835,1.543837562
1.354895275,1.099278095,1.055522308,1.040972013,1.466566341
1.408290455,1.120669127,1.105181719,1.064227683,1.527910895
1.324832918,1.13857372,1.290011769,1.178253344,1.487597383
1.381417839,0.894773432,1.225396715,1.233775978,1.487597383
1.34478856,0.909390454,1.206992236,1.301738108,1.547952509
1.188356323,0.909390454,1.272860249,1.269918851,1.456114227
1.121315233,0.929432305,1.156821081,1.372807698,1.401050197
1.19898087,1.021178174,1.295336663,1.428009623,1.622959274
1.373294094,0.981323221,1.274455891,1.525405045,1.692155382
1.365761619,0.981323221,1.488803682,1.524655631,1.654325513
1.365761619,0.887964661,1.400964941,1.472663136,1.654325513
1.384395847,0.926697661,1.250718676,1.375378666,1.654325513
1.20202222,0.93413671,1.289704921,1.44520017,1.647476523
1.179627249,1.004361698,1.332835225,1.41261647,1.723582674
1.154352636,1.004361698,1.286551206,1.405840673,1.68571547
1.061369047,0.947118319,1.203434797,1.446026027,1.68571547
0.998350349,0.947118319,1.203434797,1.446026027,1.68571547
0.979005326,0.90273053,1.212295333,1.504840458,1.729072452
1.03998975,0.923627468,1.37879288,1.490923765,1.729072452
1.038230909,1.011489676,1.4234462,1.5557345,1.622138937
0.946184122,1.212436511,1.300343532,1.673552133,1.495066562
1.004583904,1.105867047,1.244354715,1.638772154,1.498444508
1.002468706,1.105867047,1.486087732,1.643146852,1.311823289
0.959108354,1.105867047,1.486087732,1.572315836,1.406022327
1.038021898,1.250554439,1.498705568,1.593193265,1.342905892
1.121191169,1.261994048,1.591619041,1.546210347,1.364598199
1.121191169,1.39042263,1.61464081,1.350654751,1.479355427
1.217802586,1.410549268,1.605128313,1.350654751,1.299606687
1.26960404,1.721660817,1.547894787,1.340514127,1.310293823
1.222970155,1.772900025,1.532742728,1.341730297,1.351141632
1.222970155,1.684166766,1.305039815,1.511250229,1.373667963
1.222970155,1.698773043,1.210907062,1.46575662,1.440356707
1.313035287,1.705390716,1.179328088,1.438944306,1.520631933
1.271310611,1.705390716,1.161610309,1.588557957,1.583861019
1.271310611,1.705390716,1.161610309,1.615036353,1.55810778
1.199365027,1.663892515,1.23990718,1.491814434,1.55810778
0.979603209,1.65349029,1.338817711,1.733758212,1.639324922
1.088044698,1.569081182,1.400133298,1.775133335,1.564138955
0.951039725,1.595755455,1.448955435,1.627879855,1.48353967
0.899284597,1.391435078,1.289559993,1.587953489,1.378025604
0.980111596,1.394424116,1.374192008,1.698792734,1.257278732
0.90667729,1.321142763,1.408303098,1.801064125,1.20430051
0.95011535,1.343185529,1.340632428,1.863019797,1.219364638
0.890365477,1.410226824,1.298911119,1.886562777,1.31377693
0.890365477,1.361160134,1.290781091,1.886562777,1.250074279
0.959395894,1.286871423,1.29015119,1.886562777,1.395764777
0.986267765,1.398576364,1.17137492,1.652561184,1.395764777
1.015583149,1.193241512,1.143325434,1.673107456,1.344390118
0.844406481,1.089432266,1.143325434,1.704446039,1.504018607
0.914355733,1.089432266,1.069788937,1.879453714,1.422376829
0.814108166,1.24183748,1.069788937,1.786498682,1.372419788
0.789956371,1.268417595,1.075732116,1.790897909,1.374970087
0.833033145,1.324366153,1.049630236,1.676980868,1.47822825
0.784503767,1.256974643,1.035069446,1.676980868,1.590380732
0.753121748,1.253193362,1.016951691,1.554159362,1.568682009
0.743412753,1.249203299,1.102066024,1.554159362,1.446812737
0.800440826,1.19821312,1.095940005,1.771396861,1.656425806
0.749471003,1.169594653,1.249144069,1.933821385,1.656425806
0.62006737,1.20581604,1.292731257,1.783990918,1.449841954
0.671678121,1.130681254,1.162256033,1.663575197,1.457925407
0.635537038,1.213417287,1.010703505,1.772028496,1.44878822
0.688738361,1.175978386,0.896642389,1.669676068,1.44878822
0.700789375,1.175978386,0.997087852,1.575303545,1.499916726
0.824168204,1.299719719,0.931994079,1.756808182,1.499916726
0.707753218,1.301520866,0.916380621,1.710251939,1.463528677
0.734512077,1.313697101,0.915776711,1.710251939,1.255957937
0.837255262,1.394277076,1.031820579,1.663923529,1.280866392
0.825744147,1.299132933,1.052647611,1.528687438,1.254748974
0.83813489,1.267336256,1.100105671,1.707424447,1.249162014
0.83813489,1.225992398,1.127767103,1.575396992,1.265545648
0.703857492,1.459567479,1.113330366,1.566447979,1.227327853
0.681819634,1.484154215,1.088629693,1.37145973,1.174615466
0.681819634,1.473861487,1.174923544,1.37351888,1.014056156
0.804617314,1.502668711,1.022376184,1.384111459,1.00943936
0.924130986,1.502668711,0.985377706,1.358784384,1.063014369
0.924130986,1.509097051,1.035361782,1.370222668,1.049927906
0.924130986,1.479834125,1.035361782,1.422612228,1.087703994
0.910601291,1.383681535,1.035361782,1.310085909,1.016634799
0.910601291,1.386026033,1.059813676,1.300054391,1.160861023
0.822884193,1.376073552,1.1327652,1.300054391,1.041423874
0.723436787,1.376073552,1.128895363,1.364385266,0.997588096
0.755926432,1.367160688,1.128895363,1.285410276,1.005300909
0.756667592,1.323671664,1.201865001,1.395499179,1.1892061
0.756667592,1.258232926,1.199638067,1.365697359,1.1892061
0.818312994,1.377012116,1.310751677,1.198514114,1.235394764
0.756058062,1.308753048,1.34854837,1.045303941,1.115993188
0.74566825,1.282599978,1.386264685,0.976245299,1.235476263
0.74566825,1.211017795,1.380477854,1.05295841,1.31099982
0.763293779,1.154056322,1.234173068,1.051255517,1.21547337
0.896655762,1.204449464,1.22876734,1.023293256,1.276030914
0.838329121,1.069823099,1.199068008,0.976094651,1.276030914
0.930283854,1.065363359,1.340077748,0.871204703,1.444235375
0.815288176,1.057795108,1.372500914,1.015265728,1.444235375
0.864550255,1.136948306,1.168560464,1.126698252,1.512723696
0.871522087,1.244052404,1.168560464,1.069672833,1.496740383
0.871522087,1.312745899,1.311360212,1.069672833,1.415032332
0.932749875,1.211117924,1.117211227,1.015321652,1.333899745
0.993388848,1.315215036,1.104507614,1.097373245,1.318839227
0.976485126,1.315215036,1.257862777,1.052860642,1.230363724
0.979628889,1.362230662,1.31008919,0.948551087,1.338389199
0.897015691,1.362230662,1.399739677,0.948246861,1.33381496
0.897015691,1.203505545,1.370148014,1.077257812,1.26967256
0.828096777,1.241069152,1.357256253,1.082326489,1.259390721
0.892752979,1.404441286,1.367450286,0.973911114,1.348606377
0.812732551,1.238610902,1.411135858,0.973911114,1.271401293
0.930498324,1.228753249,1.371814008,0.863741642,1.419704425
0.89497867,1.511048566,1.358278369,0.943527177,1.538549079
1.002778605,1.518764245,1.351436526,0.935920296,1.463837993
1.040420162,1.536694025,1.402511845,0.935920296,1.463837993
0.949102403,1.441753077,1.527364254,0.957830775,1.463837993
0.981940749,1.433805508,1.470615826,1.039409496,1.311515102
0.743018088,1.579079398,1.408294204,0.984982251,1.0809134
0.901974375,1.533003847,1.391771631,0.984982251,0.992266026
0.908734795,1.533003847,1.397872531,0.984982251,1.082936015
0.805053499,1.560119781,1.423279116,0.905540095,1.082936015
0.771602031,1.665450902,1.466042871,1.064690035,1.066812149
0.771602031,1.616878242,1.460402698,0.980982861,0.956039979
0.691513064,1.535327698,1.298358541,1.112010962,0.969127933
0.758290585,1.4096387,1.101987995,1.124381321,1.167822125
0.738144823,1.215314603,1.066386531,1.116894041,1.167822125
0.738144823,1.215314603,1.097033054,1.180772026,1.082344244
0.604492176,1.237875612,1.208160921,1.180772026,1.062254201
0.604492176,1.190553529,1.208160921,0.990865618,1.16004387
0.725688134,1.214796291,1.295133328,1.057083725,1.186494702
0.656473839,1.179673027,1.316932192,1.081589445,1.218944636
0.607157665,1.18800822,1.342880454,0.922312254,1.272171934
0.607157665,1.235033083,1.273850528,0.780895025,1.231849439
0.607157665,1.321728683,1.228282451,0.780895025,1.231849439
0.59664418,1.250152689,1.386703966,0.727230307,0.949931478
0.59664418,1.396425989,1.291425158,0.727230307,0.980603848
0.660601631,1.558969021,1.472042026,0.769885508,0.980603848
0.713605877,1.534521266,1.472042026,0.816532026,1.101138954
0.755596717,1.412136599,1.338248622,0.823495706,1.005530134
0.690603844,1.484809435,1.255811778,0.823495706,1.0529308
0.585596121,1.459327272,1.105620437,0.884669758,1.124475628
0.531550842,1.248275148,1.002640646,1.032820617,1.241790648
0.533377063,1.215066425,1.002640646,1.032820617,1.21244102
0.616784569,1.210352851,1.091702934,1.02565657,1.258966468
0.532384095,1.370994491,1.155661126,1.02565657,1.243856348
0.532384095,1.375096501,1.278657011,1.061286179,1.361662471
0.532384095,1.40617943,1.212814714,1.096886303,1.260835034
0.532384095,1.261807381,1.212814714,1.096886303,1.211559333
0.532384095,1.278146712,1.224545098,1.153375631,1.078268916
0.527500921,1.381766623,1.346894326,1.108119086,1.068249557
0.527500921,1.476813127,1.463440152,1.128465364,1.068249557
0.527500921,1.533385173,1.423773978,1.101615609,0.971229501
0.527500921,1.272374412,1.371328564,1.049417145,0.927880691
0.608816501,1.318968924,1.246000659,0.933517481,0.973782592
0.820989025,1.260977537,1.281327179,0.933517481,1.059634304
0.820989025,1.31740857,1.314934857,0.933517481,0.940453584
0.900594187,1.29155277,1.401366406,0.933517481,0.940017147
0.894961132,1.13255407,1.399129746,0.853901819,0.91731052
0.95028432,1.285387149,1.388031328,1.053717654,1.030961943
1.000174558,1.283477551,1.336940106,1.155077685,0.877645484
0.783613586,1.349718959,1.476748565,1.120657885,0.908300175
0.809326952,1.208987445,1.470977486,1.081174769,1.055625856
0.809326952,1.208987445,1.439381114,1.073450108,1.074378755
0.772765735,1.363582718,1.439381114,1.015602621,0.997142776
0.872049781,1.296589602,1.423560815,0.885632966,0.979019149
0.863629369,1.526481555,1.407463461,0.843023866,0.979019149
1.000254017,1.687519433,1.409623134,0.843023866,0.975410183
1.065234229,1.719621635,1.244740605,0.854977711,0.957119223
0.984230148,1.669247693,1.319450272,0.963560354,1.136152271
0.984230148,1.665216594,1.390421559,0.789393427,1.3001593
0.96096745,1.749390088,1.382347246,0.696020208,1.328162033
1.140173921,1.509070398,1.408935628,0.876741801,1.409891277
1.10482694,1.518372401,1.43118968,0.823459729,1.322506936
0.987665522,1.339115188,1.184027226,0.876362008,1.277136944
0.973627774,1.334087022,1.14945415,0.876362008,1.212670052
1.011971007,1.437829086,1.122832065,0.775868353,1.273052952
0.962847684,1.340171597,1.151389129,0.814391165,1.181408009
0.820589753,1.35576248,1.20392642,0.806614231,1.262326091
0.826394227,1.557463995,1.388367224,0.864170776,1.133192156
0.935942215,1.53892873,1.532789455,0.864170776,1.047838713
0.912506586,1.461586584,1.510341217,0.896902385,1.251471911
0.912506586,1.461586584,1.647059208,0.878757428,1.23223233
0.965555912,1.461586584,1.727720849,0.841652309,1.446403425
0.916171274,1.492346062,1.727720849,0.831112098,1.393820071
1.008184982,1.223128543,1.718106943,0.747178555,1.393026284
0.893354057,1.335424476,1.688387165,0.747178555,1.293048098
0.866866289,1.292751284,1.635295019,0.747178555,1.232480503
0.847312384,1.468234583,1.452309506,0.68798636,1.306728273
0.781604283,1.509097229,1.524574005,0.818854325,1.286934642
0.765489311,1.462906106,1.483943793,0.953792084,1.259964136
0.624587063,1.631645743,1.538293465,1.004202376,1.305720403
0.600900914,1.580175938,1.48705029,1.035835808,1.459170618
0.837385857,1.518869558,1.441076748,1.007587933,1.404286193
0.869313297,1.509566987,1.383654175,0.996714687,1.594854
1.035768841,1.40720132,1.383654175,0.922187988,1.49872669
1.044822935,1.624036664,1.353887251,0.81844903,1.542318769
1.025494978,1.701287413,1.429275134,0.848913635,1.542318769
1.036328379,1.701287413,1.529849381,0.851532682,1.527857825
0.99155944,1.686688279,1.519024092,0.851532682,1.433726561
0.99155944,1.825667021,1.435778514,0.851532682,1.403506685
0.87645189,1.857225431,1.275194788,0.851532682,1.255102656
0.797192806,1.5559934,1.272383938,0.929659495,1.290816385
0.691229061,1.385372891,1.298903252,0.929659495,1.500039139
0.74555963,1.488544264,1.298854315,0.953176989,1.603883582
0.65827906,1.490137216,1.374485022,0.97225275,1.535067748
0.648090777,1.443295634,1.173982194,0.97225275,1.323919085
0.581486591,1.52540136,1.28044817,0.97225275,1.389420784
0.581486591,1.551568021,1.351320101,1.182521809,1.389420784
0.523124281,1.490353962,1.206682852,1.073739337,1.272538369
0.523124281,1.614482642,1.144882449,1.055236146,1.326020996
0.519525461,1.642801836,1.144882449,0.973178431,1.23717352
0.519525461,1.706227454,1.144882449,1.141337228,1.36983434
0.519525461,1.613067749,1.197656197,1.083180267,1.55583612
0.519525461,1.683526811,1.197652079,1.24084156,1.55583612
0.587343137,1.64524866,1.106821766,1.347267396,1.70712497
0.587343137,1.719356302,1.166228524,1.309947719,1.633205309
0.620573787,1.719356302,1.157866685,1.56058429,1.650779758
0.714977906,1.519667088,1.154796166,1.561648495,1.751640095
0.714977906,1.390629169,1.162358937,1.530311922,1.665005119
0.714977906,1.341472037,0.975789013,1.54204034,1.587313422
0.868236915,1.439041536,0.975789013,1.551648634,1.559647531
0.910653844,1.535925484,0.975789013,1.6023574,1.61790671
0.791162626,1.639516314,1.0276352,1.469112019,1.753128488
0.813683957,1.782755106,1.277374452,1.378344899,1.943240887
0.697615727,1.727648485,1.277374452,1.378344899,1.956802343
0.670615751,1.703130794,1.348333871,1.378344899,2.022510534
0.516278559,1.697979224,1.168817343,1.347685697,2.022510534
0.516278559,1.584148258,1.089363982,1.282214336,2.06723119
0.706099783,1.632149446,1.16501354,1.265194891,1.868651696
0.818905237,1.516474972,1.159425665,1.360844804,1.865658025
0.839988646,1.546895427,1.159425665,1.360844804,1.748079256
0.872485654,1.531354163,0.990500089,1.240095638,1.748079256
0.701504224,1.57886628,0.883507632,1.335095538,1.659570825
0.759310605,1.554993273,0.910369287,1.371064209,1.589366796
0.879697656,1.712751237,0.926714956,1.371064209,1.487057197
0.733796236,1.642008791,0.902776733,1.265550991,1.464297654
0.768500544,1.713860867,0.865976784,1.293731203,1.501311503
0.731231244,1.709948596,0.865976784,1.293731203,1.470932289
0.607679468,1.626746269,0.865976784,1.219389701,1.470932289
0.573529426,1.595539575,0.907014018,1.302306095,1.413619816
0.625639527,1.624291278,1.028205081,1.326061777,1.413619816
0.681264922,1.538985758,1.072379243,1.412597758,1.429948063
0.716451411,1.638464794,1.233318443,1.328476405,1.145369975
0.797136077,1.760556243,1.337942609,1.310625881,1.2606929
0.797136077,1.511359383,1.407975459,1.41866279,1.232670705
0.755865065,1.731919739,1.450266366,1.208275185,1.254587265
0.603693795,1.520649028,1.543578726,1.346991726,1.272233651
0.603693795,1.593185539,1.610579344,1.288085176,1.272233651
0.603693795,1.565767447,1.559733851,1.239832644,1.168352765
0.684912795,1.478385134,1.560353623,1.304356913,1.229251123
0.684912795,1.468493061,1.482679404,1.531222555,1.146465629
0.617379418,1.572595066,1.551095672,1.609266694,1.146465629
0.589408045,1.656192287,1.447705603,1.712962534,1.183029875
0.67810772,1.732773943,1.481759317,1.804378201,1.103619605
0.732882011,1.756379816,1.484425649,1.824518456,1.24627144
0.774314888,1.687988527,1.506810839,1.849196091,1.254096311
0.78030275,1.637858318,1.581808234,1.811199581,1.371374281
0.78030275,1.688006979,1.679753031,1.871780265,1.199629015
0.852331552,1.564178768,1.632929138,1.880426198,1.243698453
0.826101749,1.544803771,1.632929138,1.866881388,1.224451253
0.930099508,1.631213038,1.592239979,1.842933421,1.251745062
0.945975429,1.633460156,1.635828639,1.805670451,1.182209885
0.936875359,1.553994012,1.552446869,1.721549598,1.182209885
1.068729723,1.730024472,1.513476331,1.732905202,1.182209885
0.847880291,1.837944341,1.596827366,1.641421789,1.219256337
0.726509991,1.817795646,1.573400791,1.641421789,1.201624248
0.649460802,1.817795646,1.415871987,1.574387359,1.16882134
0.568341377,1.810895987,1.365784289,1.617867895,1.11912952
0.683914626,1.697992097,1.609293515,1.565434872,1.064919474
0.601115714,1.814198094,1.617560339,1.565434872,1.072164009
0.638542162,1.744352193,1.68488154,1.516805498,1.102487715
0.666360381,1.563628295,1.68488154,1.540437157,1.141172001
0.561575898,1.470540547,1.825457406,1.701213549,1.188629925
0.581276278,1.465119221,1.759372393,1.775884486,1.200494881
0.702323419,1.576735327,1.853421821,1.775884486,1.186317849
0.708725583,1.623678891,1.74901371,1.70997668,1.219359665
0.827046981,1.689739392,1.837030851,1.70997668,1.013330919
0.720034158,1.689739392,1.826307423,1.70997668,1.072708724
